,tweet_id,name,rating,stage,text,retweet_count,favorite_count,breed,p_conf
19,887517139158093824,such,0.7,None,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,11769.0,46324.0,Unknown,
20,887473957103951883,Canela,0.65,None,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,18412.0,69230.0,Pembroke,0.809197
21,887343217045368832,None,0.65,None,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,10501.0,33748.0,Mexican_hairless,0.330741
22,887101392804085760,None,0.6,floof,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,6015.0,30599.0,Samoyed,0.733942
23,886983233522544640,Maya,0.65,None,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,7836.0,35219.0,Chihuahua,0.793469
24,886736880519319552,Mingus,0.65,None,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",3328.0,12090.0,kuvasz,0.309706
25,886680336477933568,Derek,0.65,None,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,4512.0,22470.0,Unknown,
26,886366144734445568,Roscoe,0.6,pupper,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,3214.0,21166.0,French_bulldog,0.999201
27,886258384151887873,Waffles,0.65,None,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,6355.0,28016.0,pug,0.943575
28,885984800019947520,Jimbo,0.6,None,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,6875.0,32767.0,Blenheim_spaniel,0.972494
29,885528943205470208,Maisey,0.65,None,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,6501.0,36072.0,pug,0.369275
30,885518971528720385,Howard,0.7,None,I have a new hero and his name is Howard. 14/10 https://t.co/gzLHboL7Sk,3796.0,20464.0,,
31,885167619883638784,None,0.65,None,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,4425.0,21984.0,malamute,0.8124819999999999
32,884925521741709313,Earl,0.6,None,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",18624.0,77708.0,Italian_greyhound,0.259916
33,884876753390489601,Lola,0.65,None,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,5848.0,27983.0,chow,0.822103
34,884562892145688576,Kevin,0.65,None,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,4924.0,24340.0,pug,0.5464060000000001
35,884441805382717440,Compact,0.7,None,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",5711.0,27035.0,Pembroke,0.993225
36,884247878851493888,WOULD,0.65,None,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE https://t.co/uF3pQ8Wubj,20638.0,73158.0,,
37,884162670584377345,Yogi,0.6,doggo,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,3023.0,20416.0,German_shepherd,0.707046
38,883838122936631299,Noah,0.6,None,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,3483.0,21943.0,Doberman,0.610946
39,883482846933004288,Bella,0.25,None,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",10061.0,46035.0,golden_retriever,0.943082
40,883360690899218434,Grizzwald,0.65,floof,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,3722.0,22604.0,chow,0.987997
41,883117836046086144,None,0.65,None,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",6741.0,37289.0,golden_retriever,0.949562
42,882992080364220416,Rusty,0.65,None,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,3969.0,23988.0,Eskimo_dog,0.466778
43,882762694511734784,Gus,0.6,pupper,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,4978.0,28375.0,Labrador_retriever,0.85005
44,882627270321602560,Stanley,0.65,None,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,6161.0,27924.0,Pembroke,0.542982
45,882268110199369728,Alfy,0.65,None,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,11730.0,45060.0,golden_retriever,0.762211
46,882045870035918850,Koko,0.65,None,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",5040.0,29423.0,golden_retriever,0.00694063
47,881906580714921986,Rey,0.6,floof,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,3428.0,24342.0,Weimaraner,0.291539
48,881666595344535552,Gary,0.65,pupper,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,10794.0,50652.0,Saluki,0.529012
49,881536004380872706,None,0.7,pupper,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",16163.0,49565.0,Samoyed,0.281463
50,881268444196462592,Elliot,0.6,None,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,5203.0,23112.0,Unknown,
51,880935762899988482,Louis,0.65,None,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,2808.0,17038.0,Unknown,
52,880872448815771648,None,0.6,None,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,3861.0,21342.0,Pembroke,0.791416
53,880465832366813184,Bella,0.6,None,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,6355.0,28577.0,golden_retriever,0.913255
54,880221127280381952,Jesse,0.6,bleep,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,4282.0,27134.0,Chihuahua,0.238525
55,880095782870896641,Insubordinate,0.55,None,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,4406.0,27673.0,miniature_pinscher,0.120298
56,879862464715927552,Romeo,0.65,None,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,3534.0,22352.0,basset,0.813507
57,879492040517615616,Bailey,0.6,None,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,3222.0,23454.0,German_short-haired_pointer,0.479896
58,879415818425184262,Duddles,0.65,None,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,44689.0,106130.0,English_springer,0.383404
59,879376492567855104,Jack,0.6,None,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,3152.0,16796.0,Labrador_retriever,0.0334961
60,879050749262655488,Steven,0.55,None,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,4774.0,22641.0,Unknown,
61,879008229531029506,Beau,0.65,None,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,2727.0,19010.0,vizsla,0.960513
62,878776093423087618,Snoopy,0.65,None,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,4179.0,19412.0,Italian_greyhound,0.734684
63,878604707211726852,Martha,0.65,None,Martha is stunning how h*ckin dare you. 13/10 https://t.co/9uABQXgjwa,7334.0,30354.0,,
64,878281511006478336,Shadow,0.65,None,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",1310.0,7775.0,basset,0.32042
65,878057613040115712,Emmy,0.7,None,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,6926.0,42144.0,French_bulldog,0.839097
66,877736472329191424,Aja,0.65,None,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,19433.0,80189.0,Chesapeake_Bay_retriever,0.8379559999999999
67,877556246731214848,Penny,0.6,None,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,3877.0,22826.0,basset,0.995368
68,877316821321428993,Dante,0.65,None,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",5248.0,27419.0,Saluki,0.5099670000000001
69,877201837425926144,Nelly,0.6,None,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,5681.0,27214.0,Pembroke,0.93112
70,876838120628539392,Ginger,0.6,pupper,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,3411.0,20733.0,bloodhound,0.575751
71,876537666061221889,None,0.7,doggo,I can say with the pupmost confidence that the doggos who assisted with this search are heroic as h*ck. 14/10 for all https://t.co/8yoc1CNTsu,4676.0,23508.0,,
72,876484053909872640,Benedict,0.65,None,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,2435.0,18821.0,golden_retriever,0.874566
73,876120275196170240,Venti,0.65,puppo,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",4767.0,28007.0,Bernese_mountain_dog,0.534327
74,875747767867523072,Goose,0.65,None,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",4361.0,25283.0,Labrador_retriever,0.799551
75,875144289856114688,Nugget,0.65,None,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,5001.0,21994.0,Siberian_husky,0.245048
76,875097192612077568,None,0.65,None,You'll get your package when that precious man is done appreciating the pups. 13/10 for everyone https://t.co/PFp4MghzBW,6140.0,27511.0,,
77,875021211251597312,Guys,0.6,None,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,4790.0,25566.0,West_Highland_white_terrier,0.7143189999999999
78,874680097055178752,Cash,0.6,None,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,4718.0,27955.0,Labrador_retriever,0.836052
79,874296783580663808,Jed,0.65,pupper,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,4187.0,26159.0,cocker_spaniel,0.437216
80,874057562936811520,None,0.6,None,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",4025.0,22742.0,flat-coated_retriever,0.8321770000000001
81,874012996292530176,Sebastian,0.65,puppo,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",10651.0,34852.0,Cardigan,0.806674
82,873580283840344065,Sneaky,0.65,None,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",4023.0,24372.0,Newfoundland,0.678537
83,873213775632977920,Sierra,0.6,pupper,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",1619.0,7301.0,vizsla,0.6197819999999999
84,872967104147763200,None,0.6,doggo,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,5508.0,27537.0,Labrador_retriever,0.476913
85,872820683541237760,None,0.65,None,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",3769.0,14799.0,pug,0.99912
86,872620804844003328,Monkey,0.65,None,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,3784.0,20911.0,cocker_spaniel,0.513191
87,872486979161796608,Rate,0.6,None,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,9191.0,40948.0,Pembroke,0.931861
88,872261713294495745,Harry,0.65,None,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck https://t.co/ejHvGDfWoa,6463.0,34475.0,Labrador_retriever,0.972019
89,872122724285648897,Kody,0.6,None,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on https://t.co/PKSpmiefwN,8302.0,34679.0,pug,0.06673630000000001
90,871879754684805121,Lassie,0.65,puppo,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,11475.0,38325.0,Shetland_sheepdog,0.969171
91,871762521631449091,Rover,0.6,pupper,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,3560.0,20416.0,Labrador_retriever,0.921393
92,871515927908634625,Napolean,0.6,doggo,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo https://t.co/PR7B7w1rUw,3533.0,20382.0,komondor,0.974781
93,871102520638267392,None,0.7,doggo,Never doubt a doggo 14/10 https://t.co/AbBLh2FZCH,5613.0,21083.0,,
94,871032628920680449,Boomer,0.65,None,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking https://t.co/noNpY2Laoo",3893.0,22857.0,kelpie,0.3980530000000001
95,870804317367881728,Hilarious,0.55,None,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a very good vibe. 11/10 https://t.co/GCD1JccCyi,6376.0,33958.0,Unknown,
96,870656317836468226,Cody,0.65,None,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4",2716.0,12561.0,Pembroke,0.945495
97,870374049280663552,Zoey,0.65,None,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 https://t.co/T1xlgaPujm,26927.0,83522.0,golden_retriever,0.841001
98,870308999962521604,Rumble,0.65,None,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking https://t.co/MVQCzrF1g9",4263.0,22042.0,Greater_Swiss_Mountain_dog,0.6227520000000001
99,870063196459192321,Clifford,0.7,None,Meet Clifford. He's quite large. Also red. Good w kids. Somehow never steps on them. Massive poops very inconvenient. Still 14/10 would ride https://t.co/apVOyDgOju,8591.0,37078.0,Unknown,
100,869772420881756160,Dewey,0.65,None,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D",10335.0,42893.0,Pembroke,0.980148
101,869702957897576449,Stanley,0.65,None,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley https://t.co/vmCu3PFCQq,6513.0,28584.0,Pembroke,0.993449
102,869596645499047938,Scout,0.6,doggo,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for https://t.co/DsA2hwXAJo,3222.0,16181.0,Chihuahua,0.955156
103,869227993411051520,Gizmo,0.65,None,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well https://t.co/IoR3n1fiiQ,3904.0,20695.0,Pembroke,0.664181
104,868880397819494401,Walter,0.7,None,This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter https://t.co/r28jFx9uyF,14963.0,66522.0,French_bulldog,0.0999839
105,868622495443632128,None,0.65,None,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways https://t.co/yeaH8Ej5eM,5952.0,27621.0,Labrador_retriever,0.868107
106,868552278524837888,Cooper,0.6,None,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

https://t.co/ZMTE4Mr69f https://t.co/7RyeXTYLNi",2164.0,10320.0,whippet,0.378151
107,867900495410671616,None,0.6,None,"Unbelievable. We only rate dogs. Please don't send in non-canines like the ""I"" from Pixar's opening credits. Thank you... 12/10 https://t.co/JMhDNv5wXZ",4314.0,24538.0,Labrador_retriever,0.522644
108,867774946302451713,Harold,0.65,None,Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold https://t.co/ZYg3NZGICa,7576.0,34515.0,Border_collie,0.661953
109,867421006826221569,Shikha,0.6,puppo,This is Shikha. She just watched you drop a skittle on the ground and still eat it. Could not be less impressed. 12/10 superior puppo https://t.co/XZlZKd73go,2603.0,16425.0,Eskimo_dog,0.6164569999999999
110,867051520902168576,None,0.65,None,"Oh my this spooked me up. We only rate dogs, not happy ghosts. Please send dogs only. It's a very simple premise. Thank you... 13/10 https://t.co/M5Rz0R8SIQ",8160.0,32785.0,Samoyed,0.471403
111,866720684873056260,None,0.65,None,He was providing for his family 13/10 how dare you https://t.co/Q8mVwWN3f4,5009.0,20454.0,,
112,866686824827068416,Lili,0.6,puppo,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would puppologize profusely https://t.co/9b9J46E86Z,3620.0,19699.0,flat-coated_retriever,0.51473
113,866450705531457537,Jamesy,0.65,pupper,"This is Jamesy. He gives a kiss to every other pupper he sees on his walk. 13/10 such passion, much tender https://t.co/wk7TfysWHr",36571.0,124562.0,French_bulldog,0.905334
114,866334964761202691,Coco,0.6,None,This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly https://t.co/W86h5dgR6c,15035.0,53624.0,Samoyed,0.984086
115,865718153858494464,Boomer,0.65,None,"Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not, he hopes he made it better. 13/10 extremely good boy https://t.co/pozUoHLkGg",5822.0,26114.0,golden_retriever,0.673664
116,865359393868664832,Sammy,0.65,None,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a BlepiPen. 13/10 https://t.co/g20EmqK7vc,5207.0,27012.0,Chesapeake_Bay_retriever,0.832435
117,865006731092295680,Nelly,0.65,None,This is Nelly. He really hopes you like his Hawaiian shirt. He already tore the tags off. 13/10 h*ck of a puppurchase https://t.co/LbkG5CiM7o,7982.0,28561.0,Pembroke,0.989882
118,864873206498414592,None,0.7,None,We only rate dogs. Please don't send in Jesus. We're trying to remain professional and legitimate. Thank you... 14/10 https://t.co/wr3xsjeCIR,9090.0,32991.0,Unknown,
119,864279568663928832,Meatball,0.6,None,This is Meatball. He doing what's known in the industry as a mid-strut mlem. H*ckin fancy boy. 12/10 I'd do anything for Meatball https://t.co/S2HdmFFPck,3172.0,14932.0,bull_mastiff,0.668613
120,864197398364647424,Paisley,0.65,None,This is Paisley. She ate a flower just to prove she could. Savage af. 13/10 would pet so well https://t.co/cPq9fYvkzr,9344.0,30849.0,golden_retriever,0.945905
121,863907417377173506,Albus,0.65,None,This is Albus. He's quite impressive at hide and seek. Knows he's been found this time. 13/10 usually elusive as h*ck https://t.co/ht47njyZ64,4314.0,21075.0,Unknown,
122,863553081350529029,Neptune,0.65,None,This is Neptune. He's a backpup vocalist for the Dixie Chicks. 13/10 (vid by @AmiWinehouse) https://t.co/tordvmaaop,4347.0,15621.0,Eskimo_dog,0.41333
123,863432100342583297,Belle,0.6,None,This is Belle. She's never been more pupset. Encountered the worst imaginable type of zone. 12/10 would do anything to cheer pup https://t.co/fGQUzR8w3H,5513.0,24334.0,Staffordshire_bullterrier,0.690517
124,863062471531167744,Quinn,0.65,None,"Say hello to Quinn. She's quite the goofball. Not even a year old. Confirmed 13/10 but she really needs your help 

https://t.co/MOBkQnyHib https://t.co/EsOB4rLEKt",2586.0,8744.0,French_bulldog,0.935804
125,862831371563274240,Zooey,0.65,None,"This is Zooey. She's the world's biggest fan of illiterate delivery people. 13/10 not your fault they don't listen, Zooey https://t.co/ixOFQ1tfqE",5302.0,19638.0,Australian_terrier,0.207281
126,862722525377298433,Dave,0.55,None,"This is Dave. He passed the h*ck out. It's barely the afternoon on a Thursday, Dave. Get it together. Still 11/10 would boop mid-snooze https://t.co/Eme9Uar6v2",3698.0,17481.0,basset,0.39333
127,862457590147678208,Jersey,0.65,None,"This is Jersey. He likes to watch movies, but only if you watch with him. Enjoys horror films like The Bababork and H*ckraiser. 13/10 https://t.co/jvSNASweNb",5193.0,21057.0,Unknown,
128,862096992088072192,None,0.65,None,We only rate dogs. Please don't send perfectly toasted marshmallows attempting to drive. Thank you... 13/10 https://t.co/nvZyyrp0kd,24377.0,76555.0,chow,0.677589
129,861383897657036800,Hobbes,0.65,None,This is Hobbes. He's never seen bubbles before. 13/10 deep breaths buddy https://t.co/QFRlbZw4Z1,11184.0,37002.0,Cardigan,0.771008
130,861288531465048066,None,0.65,None,HI. MY. NAME. IS. BOOMER. AND. I. WANT. TO. SAY. IT'S. H*CKIN. RIDICULOUS. THAT. DOGS. CAN'T VOTE. ABSOLUTE. CODSWALLUP. THANK. YOU. 13/10 https://t.co/SqKJPwbQ2g,4358.0,17645.0,Bouvier_des_Flandres,0.0826102
131,861005113778896900,Burt,0.6,None,This is Burt. He thinks your thesis statement is comically underdeveloped. 12/10 intellectual af https://t.co/jH6EN9cEn6,3989.0,17173.0,German_shepherd,0.507951
